firstname,lastname,country,disciplin_id,chance,desc
Philipp,Raimund,ger,ski-jumping-large-hill-men,1,"Germany’s top-ranked jumper (World #7). He set a hill record earlier this season and has three Large Hill podiums, making him the most dangerous wildcard in the German team."
Felix,Hoffmann,ger,ski-jumping-large-hill-men,1,"The ""German Revelation""; after years as a continental cup regular, he has suddenly become Germany’s most consistent Large Hill flyer, and if he arrives in Milan at 100% health, he is the most likely German to sneak onto the individual podium."
Daniel,Tschofenig,aut,ski-jumping-large-hill-men,2,The World #6 and winner of the Bischofshofen World Cup finale (Jan 6). He is a pure Large Hill specialist who generates more lift off the table than almost anyone else in the top 10.
Stephan,Embacher,aut,ski-jumping-large-hill-men,1,"The 19-year-old ""Prodigy"" who finished 3rd overall in the Four Hills. He is fearless on the 140m jumps and represents the biggest youth threat to the established veterans."
Stefan,Kraft,aut,ski-jumping-large-hill-men,2,
Marius,Lindvik,nor,ski-jumping-large-hill-men,1,
Team,Slovenia - Ski Jumping Men,slo,ski-jumping-men-team,4,
Team,Austria - Ski Jumpin Men,aut,ski-jumping-men-team,3,
Team,Japan - Ski Jumping Men,jpn,ski-jumping-men-team,3,
Team,Germany - Ski Jumping Men,ger,ski-jumping-men-team,2,
Team,Norway - Ski Jumping Men,nor,ski-jumping-men-team,1,
Team,Poland - Ski Jumping Men,pol,ski-jumping-men-team,1,
Team,Slovenia - Mixed Team,slo,ski-jumping-mixed-team,5,
Team,Japan - Mixed Team,jpn,ski-jumping-mixed-team,3,
Team,Austria - Mixed Team,aut,ski-jumping-mixed-team,3,
Team,Germany - Mixed Team,ger,ski-jumping-mixed-team,2,
Team,Norway - Mixed Team,nor,ski-jumping-mixed-team,1,
Team,Poland - Mixed Team,pol,ski-jumping-mixed-team,1,
Emily,Harrop,fra,ski-mountaineering-sprint-women,5,The gold standard; she has won nearly every sprint she has entered in the last two years and is the most complete athlete in the sport's history.
Marianne,Fatton,sui,ski-mountaineering-sprint-women,2,"The ""Swiss Rocket""; she is the world's fastest ""booter,"" often making up 5–10 seconds on the hiking section alone."
Margot,Ravinel,fra,ski-mountaineering-sprint-women,3,"The ""Silent Threat""; she has beaten Harrop twice this winter, proving that the French team has two legitimate candidates for the top step of the podium."
Giulia,Murada,ita,ski-mountaineering-sprint-women,3,"The ""Local Hero""; she will have the support of the entire Bormio valley, and her technical descent on the Stelvio slope is considered the best in the field."
Tatjana,Paller,ger,ski-mountaineering-sprint-women,1,"The 2025 World Bronze medalist. Paller is a ""bracket racer"" who excels in the head-to-head format of the semi-finals and finals."
Caroline,Ulrich,sui,ski-mountaineering-sprint-women,1,"The ""Transition Queen""; while she lacks the raw uphill engine of Emily Harrop, her background as a world-class trail runner and her history of winning major titles on home snow makes her the primary candidate to steal a medal if any of the ""Big Three"" falter."
Ana,Alonso Rodriguez,esp,ski-mountaineering-sprint-women,1,"A veteran superstar who was the overall World #3 before a cycling accident in October 2025. She has made a ""miracle recovery"" to join the Spanish Olympic team this month; while her fitness is a question mark, her race craft is world-class."
Alba,De Silvestro,ita,ski-mountaineering-sprint-women,1,
Johanna,Hiemer,aut,ski-mountaineering-sprint-women,1,
Oriol,Cardona,esp,ski-mountaineering-sprint-men,4,"The ""Gold Standard""; he has won the last three World Cup sprints he entered and is currently the fastest transitioner in Olympic history."
Thibault,Anselmet,fra,ski-mountaineering-sprint-men,3,"The ""French Anchor""; he is the reigning overall world #1 and is looking for a sprint medal to cement his legacy as the greatest of his generation."
Jon,Kistler,sui,ski-mountaineering-sprint-men,2,"Switzerland’s ""Young Gun""; he has the highest uphill speed in the world right now and is the only man to beat Cardona Coll this winter."
Arno,Lietha,sui,ski-mountaineering-sprint-men,1,"A legendary sprinter and former world #1. While he has taken a ""backseat"" to his teammate Kistler this season, he still secured Silver in Solitude and Bronze in Bormio. He is a ""Big Game"" player who rarely misses an Olympic-sized podium."
Ot,Ferrer,esp,ski-mountaineering-sprint-men,1,"The ""Catalan Rocket""; he is the most successful youth athlete in Spanish history and is currently the highest-ranked U23 sprinter on the global circuit."
Maximilien,Drion du Chapois,bel,ski-mountaineering-sprint-men,1,"The most dangerous wildcard in the field. Currently World #3, he has been a podium fixture all season. He represents Belgium’s best-ever chance for a Winter Olympic gold, possessing a massive engine and a fearless descending style."
Pablo,Giner Dalmasso,fra,ski-mountaineering-sprint-men,1,"The ""French Relay Ace""; he has transitioned from a vertical specialist to one of the most technical sprinters in the French stable, known for having the fastest ""skin-to-ski"" transitions in January."
Nicolo,Canclini,ita,ski-mountaineering-sprint-men,1,
Luca,Tomasoni,ita,ski-mountaineering-sprint-men,1,
Team,France - Ski Mountaineering Mixed,fra,ski-mountaineering-mixed-relay,5,
Team,Spain - Ski Mountaineering Mixed,esp,ski-mountaineering-mixed-relay,3,
Team,Switzerland - Ski Mountaineering Mixed,sui,ski-mountaineering-mixed-relay,2,
Team,Italy - Ski Mountaineering Mixed,ita,ski-mountaineering-mixed-relay,2,
Team,Austria - Ski Mountaineering Mixed,aut,ski-mountaineering-mixed-relay,1,
Eliot,Grondin,can,snowboard-cross-men,4,"The ""Golden Boy"" of Canada; he is looking to upgrade his Beijing silver to gold and is currently the most feared rider in every qualifying heat."
Adam,Lambert,aus,snowboard-cross-men,3,"The ""Aussie Powerhouse""; he enters Milan as the world #1 and the most physically dominant rider on the jumps."
Jonas,Chollet,fra,snowboard-cross-men,3,"The ""French Prodigy""; at just 18, he has the fastest reaction time out of the starting gate in the entire FIS circuit."
Jakob,Dusek,aut,snowboard-cross-men,2,"The man in the hottest form. Dusek won the Gold in China (Jan 18) and sits third in the overall standings. He has become Austria's premier threat, showing a rare ability to navigate ""traffic"" and make passes in the final three turns."
Alessandro,Hammerle,aut,snowboard-cross-men,2,"The ""Tactician""; he knows exactly how to win an Olympic final, and his lower ranking only makes him a more dangerous ""under-the-radar"" threat."
Aidan,Chollet,fra,snowboard-cross-men,1,"The ""Precision Rider""; he is known for having the most stable board-control in the ""Negative G"" sections of the Livigno course. He currently has more top-5 finishes in 2025/26 than any other Frenchman."
Lorenzo,Sommariva,ita,snowboard-cross-men,1,"Italy's best hope for home gold. Ranked World #6, Sommariva has three podiums this season. He will have the ""Livigno Advantage,"" having spent hundreds of hours training on this specific Italian snow."
Loan,Bozzolo,fra,snowboard-cross-men,2,"The ""Consistency King""; he is the most experienced rider on the team and has a rare 100% success rate in advancing from the qualifying rounds this season."
Nathan,Pare,usa,snowboard-cross-men,1,The breakout American who sits 8th in the world. He took his first career podium last month and is the U.S. team's best hope for an individual medal.
Leon,Ulbricht,ger,snowboard-cross-men,1,"Currently World #9 and the top German prospect. He has a very high ""basketball IQ"" on the snow, finding gaps where others see walls."
Kalle,Koblet,sui,snowboard-cross-men,1,
Filippo,Ferrari,ita,snowboard-cross-men,1,
Cameron,Bolton,aus,snowboard-cross-men,1,
Charlotte,Bankes,gbr,snowboard-cross-women,4,"The ""Phoenix""; her return from a career-threatening injury to win in China last week has made her the sentimental and statistical favorite for Milan."
Chloe,Trespeuch,fra,snowboard-cross-women,2,"The 2022 Silver medalist and current World #2. Trespeuch is the anchor of the French ""powerhouse"" squad. She took Bronze in China last week and has been on the podium in almost every race this winter. She is ""high variance"" only because she occasionally gets caught in ""mid-pack"" traffic, but her ability to pass in the final turn is the best in the business."
Josie,Baff,aus,snowboard-cross-women,2,"The ""Yellow Bib""; she is the most consistent rider of 2026 so far, possessing a massive mental edge over the veteran field."
Lea,Casta,fra,snowboard-cross-women,2,"The sensation of the early season. Casta won the opening World Cup in Cervinia (Dec 13) but suffered a high-speed crash in China last week that dropped her in the standings. If she is fully recovered by February 6, her raw ""gate-to-first-turn"" speed makes her a podium lock."
Michela,Moioli,ita,snowboard-cross-women,3,"The ""Livigno Legend""; she is treating these Games as her career finale and will have the most vocal home support of any athlete in Italy."
Julia,Nirani-Perreira,fra,snowboard-cross-women,2,"The ""Dongbeiya Champion""; her victory in China last week was a statement to the world that she is ready to upgrade her 2018 silver to a 2026 gold."
Mia,Clift,aus,snowboard-cross-women,1,"The ""Australian Prodigy""; at just 21, she is the youngest rider in the World Top 10 and enters her first Olympics with three World Cup podiums already on her resume from the last 12 months."
Eva,Adamczykova,cze,snowboard-cross-women,1,"Formerly Samková. The 2014 Olympic Champion is still one of the most stylish and technically sound riders in the world. While she missed the Big Final in China, she remains a tactical genius who can out-maneuver younger riders in heavy traffic."
Sina,Siegenthaler,sui,snowboard-cross-women,1,"Switzerland’s top hope. She has been a consistent ""Small Final"" winner this year and is currently World #10. She is known for her aggressive starts and could easily sneak into the Big Final."
Stacy,Gaskill,usa,snowboard-cross-women,1,"The ""American Anchor""; with Lindsey Jacobellis out, Gaskill has stepped up as the leader of the U.S. team, possessing some of the fastest qualifying times on the circuit this winter."
Pia,Zerkhold,aut,snowboard-cross-women,1,
Karolina,Hrusova,cze,snowboard-cross-women,1,
Team,France 1 - Snowboard Cross Mixed,fra,snowboard-cross-mixed-team,3,
Team,Australia 1 - Snowboard Cross Mixed,aus,snowboard-cross-mixed-team,5,
Team,France 2 - Snowboard Cross Mixed,fra,snowboard-cross-mixed-team,2,
Team,GBR 1 - Snowboard Cross Mixed,gbr,snowboard-cross-mixed-team,2,
Team,Italy 1 - Snowboard Cross Mixed,ita,snowboard-cross-mixed-team,2,
Team,Germany 1 - Snowboard Cross Mixed,ger,snowboard-cross-mixed-team,1,
Team,Switzerland 1 - Snowboard Cross Mixed,sui,snowboard-cross-mixed-team,1,
Team,Australia 2 - Snowboard Cross Mixed,aus,snowboard-cross-mixed-team,1,
Team,Canada 1 - Snowboard Cross Mixed,can,snowboard-cross-mixed-team,2,
Team,Austria 1 – Snowboard Cross Mixed,aut,snowboard-cross-mixed-team,1,
Roland,Fischnaller,ita,snowboarding-slalom-men,3,
Aaron,March,ita,snowboarding-slalom-men,3,
Benjamin,Karl,aut,snowboarding-slalom-men,3,
Fabian,Obmann,aut,snowboarding-slalom-men,2,
Maurizio,Bormolini,ita,snowboarding-slalom-men,2,
Tervel,Zamfirov,bul,snowboarding-slalom-men,1,
Arnaud,Gaudet,can,snowboarding-slalom-men,1,
Yannik,Angenend,ger,snowboarding-slalom-men,1,
Lee,Sangho,kor,snowboarding-slalom-men,1,
Alexander,Payer,aut,snowboarding-slalom-men,1,
Radoslav,Yankov,bul,snowboarding-slalom-men,1,
Stefan,Baumeister,ger,snowboarding-slalom-men,1,
Andreas,Prommegger,aut,snowboarding-slalom-men,2,
Tim,Mastnak,slo,snowboarding-slalom-men,1,
Dario,Caviezel,sui,snowboarding-slalom-men,1,
Ester,Ledecka,cze,snowboarding-slalom-women,5,
Tsubaki,Miki,jpn,snowboarding-slalom-women,3,
Ramona,Hofmeister,ger,snowboarding-slalom-women,3,
Elisa,Caffont,ita,snowboarding-slalom-women,2,
Sabine,Payer,aut,snowboarding-slalom-women,2,
Zuzana,Maderova,cze,snowboarding-slalom-women,1,
Lucia,Dalmasso,ita,snowboarding-slalom-women,2,"Italy's primary gold medal hope. She won the season opener in Mylin and has been a podium fixture throughout the winter. As the hometown favorite, she has spent more time training on the specific ""crystalline"" snow of the Italian Alps than anyone else."
Aleksandra,Krol-Walas,pol,snowboarding-slalom-women,1,
Malena,Zamfirova,bul,snowboarding-slalom-women,1,
Julie,Zogg,sui,snowboarding-slalom-women,1,
Michelle,Dekker,ned,snowboarding-slalom-women,1,
Kokomo,Murase,jpn,snowboarding-slopestyle-women,4,"The ""Japanese Ace""; she has the most consistent results of 2026, never finishing outside the top 3 in any major event this winter."
Zoi,Sadowski-Synott,nzl,snowboarding-slopestyle-women,3,"The ""Triple Threat""; she is the only woman with the ""Triple Cork 1440"" in her arsenal. If she lands it in Livigno, the gold is hers; if she doesn't, Brookes and Murase are ready to pounce."
Mia,Brookes,gbr,snowboarding-slopestyle-women,3,"The ""British Phenom""; her 96.33 at X Games is the highest score recorded in competition this season. She arrives in Milan as the favorite to take Britain's first-ever snowboard gold."
Mari,Fukada,jpn,snowboarding-slopestyle-women,2,
Laurie,Blouin,can,snowboarding-slopestyle-women,2,"Canada’s most consistent veteran. She officially qualified for her third Olympics last week (Jan 16) and finished 7th at the X Games. She has the ""clutch"" gene necessary to steal a medal if the top three falter."
Lily,Dhawornvej,usa,snowboarding-slopestyle-women,2,"The 16-year-old ""Rookie Sensation."" She stunned the field by taking Silver at the Laax Open (Jan 18) in her debut season. While she finished 9th at X Games, her raw talent and fearlessness make her the most dangerous wildcard in the US squad."
Anna,Gasser,aut,snowboarding-slopestyle-women,1,"The legendary two-time Big Air Olympic Champion. At 34, she is on her ""Farewell Tour"" and recently took Bronze at the Laax Open. While Slopestyle is her ""secondary"" event, her air awareness and consistency make her a constant podium threat."
Momo,Suzuki,jpn,snowboarding-slopestyle-women,1,
Sky,Remans,bel,snowboarding-slopestyle-women,1,
Eveliina,Taka,fin,snowboarding-slopestyle-women,1,
Meila,Stalker,aus,snowboarding-slopestyle-women,1,
Tess,Coady,aus,snowboarding-slopestyle-women,1,"The 2022 Olympic Bronze medalist. Coady finished 4th at the X Games last week with a 86.00 and has been a permanent fixture in the top 5 all season. She is a ""Big Event"" specialist who knows how to craft a run for maximum style points."
Kokomo,Murase,jpn,snowboarding-bigair-women,3,"The current undisputed queen of Big Air. Two days ago (Jan 24, 2026), she won the X Games Big Air Gold and made history as the first woman to land a Triple Cork 1620 in competition. She is currently the highest-ranked woman in the world and has the most technical run in history."
Reira,Iwabuchi,jpn,snowboarding-bigair-women,2,
Mari,Fukada,jpn,snowboarding-bigair-women,2,
Yu,Seungeun,kor,snowboarding-bigair-women,3,
Mia,Brookes,gbr,snowboarding-bigair-women,3,"Fresh off her Slopestyle gold at X Games, Brookes took Bronze in Big Air this weekend. She is the reigning World Champion and possesses a unique ""flat-spin"" style that judges adore. She is high variance only because she often attempts her most difficult trick (Cab 1440) on her final hit."
Zoi,Sadowski-Synott,nzl,snowboarding-bigair-women,2,"While she focuses more on Slopestyle, she is the only woman who can match Murase's amplitude. She skipped the X Games Big Air final to rest her knee, but if she’s 100% in Milan, she’s a 5-star threat."
Momo,Suzuki,jpn,snowboarding-bigair-women,1,
Ally,Hickman,aus,snowboarding-bigair-women,1,
Meila,Stalker,aus,snowboarding-bigair-women,1,
Zhang,Xianonan,chn,snowboarding-bigair-women,1,
Hanna,Karrer,aut,snowboarding-bigair-women,1,
Lily,Dhawornvej,usa,snowboarding-bigair-women,2,
Anna,Gasser,aut,snowboarding-bigair-women,1,
Laurie,Blouin,can,snowboarding-bigair-women,1,
Choi,Gaon,kor,snowboarding-halfpipe-women,3,"The 17-year-old sensation. She enters the Olympics as the World Cup Leader after winning three consecutive events this winter (Secret Garden, Copper Mountain, and Laax Open). She is the only rider currently pushing Chloe Kim’s technical difficulty, often opening her runs with a switch backside 720 that sets her apart from the Japanese field."
Rise,Kudo,jpn,snowboarding-halfpipe-women,3,"Another 16-year-old prodigy. She took Silver at the X Games last week and Silver at the Laax Open (Jan 17). She is currently World #2 in the standings. She represents the new wave of Japanese riders who treat the 22-foot pipe like a trampoline, specializing in technical ""alley-oop"" tricks."
Elizabeth,Hosking,can,snowboarding-halfpipe-women,2,"Canada’s top hope. She won the Calgary World Cup earlier this season and sits World #3. She is exceptionally strong in icy conditions, which could be a factor in the night-time final in Livigno."
Sena,Tomita,jpn,snowboarding-halfpipe-women,2,
Chloe,Kim,usa,snowboarding-halfpipe-women,2,"The two-time defending Olympic Champion. Kim secured her spot for Milan by winning her third World Title in March 2025 and has been peerless since her return. While she occasionally skips World Cups to manage her health, she is the only woman consistently landing Frontside and Cab 1080s with massive amplitude. She is the ""low variance"" pick because, even with a safe run, she remains 5 points ahead of the field."
Sara,Shimizu,jpn,snowboarding-halfpipe-women,2,"The woman with the most momentum. Just three days ago (Jan 23, 2026), she won X Games Gold in Aspen with a 95.33. She also took Silver at the 2025 World Championships. She is ""high variance"" because she often prioritizes riskier 1080s that lead to falls, but if she stomps her run like she did in Aspen, she is the only person who can realistically take Gold from Kim or Choi."
Queralt,Castellet,esp,snowboarding-halfpipe-women,1,"The Beijing Silver medalist. At 36, she took Bronze at the X Games last week, proving she still has the amplitude to compete with the 16-year-olds."
Wu,Shaotong,chn,snowboarding-halfpipe-women,1,
Cai,Xuotong,chn,snowboarding-halfpipe-women,1,"The veteran legend. At 32, she is heading into her fifth Olympics. She took Bronze at the Laax Open and remains the world leader in ""style"" and grab execution. While she lacks the 1080-triple combinations of the teenagers, her ""cleanliness"" always keeps her in the medal hunt."
Mitsuki,Ono,jpn,snowboarding-halfpipe-women,1,"The two-time Crystal Globe winner. She won the Aspen World Cup (Jan 9, 2026) with a flawless 91.00. She is the most consistent ""technical"" rider in Japan’s deep squad, rarely missing a podium but sometimes lacking the ""wow factor"" amplitude of the top two."
Isabelle,Loetscher,sui,snowboarding-halfpipe-women,1,
Madeline,Shaffrick,usa,snowboarding-halfpipe-women,1,"The comeback story of the year. After nearly a decade away from the sport, she took Silver at the Aspen World Cup (Jan 9). She has a high-amplitude, ""old-school"" style that judges are rewarding this season."
Su,Yiming,chn,snowboarding-slopestyle-men,4,"The defending Olympic Big Air champion and Slopestyle silver medalist. Su has been the most consistent rider of the 2025/26 season, taking Silver in Aspen (Jan 10) and Bronze at the Laax Open (Jan 18). He has the highest amplitude in the field, but he is ""high variance"" because he often pushes for a 1980 on the final jump which carries a high crash risk."
Mark,McMorris,can,snowboarding-slopestyle-men,2,"The ""G.O.A.T."" just made a massive statement. Yesterday (Jan 25, 2026), McMorris won X Games Gold with a near-perfect score of 96.33, securing his 25th career X Games medal. Despite being 32, his technical rail precision and ""clutch"" factor on his final run make him the most reliable podium bet in the sport. He is seeking a historic fourth consecutive Olympic slopestyle medal."
Romain,Allemand,fra,snowboarding-slopestyle-men,3,"The breakout star of 2026. On January 18, he made history by becoming the first Frenchman to win a Slopestyle World Cup (Laax Open). His run, featuring a unique backside 1080 pullback to 900, has redefined ""style"" scores this year. He enters Milan with massive momentum."
Yuto,Kimura,jpn,snowboarding-slopestyle-men,3,"The 17-year-old who took Silver at the Laax Open last week. He is the leader of a Japanese squad that specializes in ""flat-spin"" rotations that the judges are heavily rewarding this season."
Jake,Canter,usa,snowboarding-slopestyle-men,2,"The winner of the Aspen World Cup (Jan 10, 2026). After a year of suspension, he has returned with a vengeance. He is currently the highest-ranked American and thrives on high-pressure ""Big Final"" environments."
Kira,Kimura,jpn,snowboarding-slopestyle-men,1,
Dane,Menzies,nzl,snowboarding-slopestyle-men,1,
Justus,Henkes,usa,snowboarding-slopestyle-men,1,
Jonas,Hasler,sui,snowboarding-slopestyle-men,1,"The ""Local Hero."" He secured his Olympic qualification with a 6th place in Laax. On European snow, he is known for being incredibly consistent and could sneak onto the podium if the top favorites fall."
Oyvind,Kirkhus,nor,snowboarding-slopestyle-men,1,
Red,Gerard,usa,snowboarding-slopestyle-men,1,
Su,Yiming,chn,snowboarding-bigair-men,4,"The defending Olympic Champion and the newly crowned 2025/26 Big Air Crystal Globe winner. Su won back-to-back World Cups in November and December (Chongli and Beijing) with a staggering 181.00 points. He is the most technically consistent rider in the world, combining ""clean"" 1980s with perfect execution scores. He skipped the final World Cup to focus on his ""secret"" Olympic run."
Kira,Kimura,jpn,snowboarding-bigair-men,2,"Currently ranked World #2 overall. He took Bronze at the X Games yesterday and pushed Ogiwara to the limit in Steamboat. He is the most reliable ""podium insurance"" for the Japanese team."
Hiroto,Ogiwara,jpn,snowboarding-bigair-men,2,"The man who just broke the sport. Two days ago (Jan 24, 2026), Ogiwara won X Games Gold by stomping a 2340 (six and a half rotations). He also won the Steamboat World Cup last month. He is ""high variance"" because he regularly crashes on his first two attempts, but if he lands the 2340 in Milan, the gold medal is likely his by a 10-point margin."
Ryoma,Kimata,jpn,snowboarding-bigair-men,3,
Taiga,Hasegawa,jpn,snowboarding-bigair-men,3,
Oliver,Martin,usa,snowboarding-bigair-men,2,"The breakout American of 2026. He took Bronze in the Steamboat World Cup and finished 2nd at the 2025 World Championships. He is a specialist in the ""Frontside Triple 1620"" and represents the U.S. team's best chance at a Big Air medal."
Chunyu,Ge,chn,snowboarding-bigair-men,1,
Rene,Rinnekangas,fin,snowboarding-bigair-men,1,"A veteran favorite who took Bronze in the Beijing World Cup last month. He doesn't have the 2340, but his ""Style"" scores are consistently 5–10 points higher than the tech-focused riders."
Ian,Matteoli,ita,snowboarding-bigair-men,1,"The home-crowd favorite. Currently World #5, he has been knocking on the door of a major podium all winter and will be boosted by the local fans in Livigno."
Redmond,Gerard,usa,snowboarding-bigair-men,1,
Romain,Allemand,fra,snowboarding-bigair-men,1,
Rocco,Jamieson,nzl,snowboarding-bigair-men,1,"The surprise Silver Medalist at the X Games (yesterday). Jamieson has mastered the 2160 tail grab, a trick that separates the ""Big Final"" riders from the rest. He is in peak form heading into Italy and has become New Zealand's top hope for a medal."
Eli,Bouchard,can,snowboarding-bigair-men,1,"The 18-year-old Canadian superstar. He has officially qualified for the Olympic team and possesses the ""Triple Moose Flip,"" a trick no one else in the field can replicate. Bouchard won the Aspen Big Air earlier this month and is currently the most creative threat to the Japanese/Chinese dominance."
Mons,Roisland,nor,snowboarding-bigair-men,1,
Scotty,James,aus,snowboarding-halfpipe-men,4,"The ""Backside Specialist""; he is currently on a two-month undefeated streak and has the highest technical ""difficulty"" score ever recorded in the sport."
Yuto,Totskua,jpn,snowboarding-halfpipe-men,3,"The ""Triple Cork King""; he is the only man who has landed a Frontside Triple Cork 1440 in every final he has entered this winter."
Ruka,Hirano,jpn,snowboarding-halfpipe-men,3,"Currently World #6 and a former Crystal Globe winner. He took Bronze at the Secret Garden World Cup and recently landed a switch backside double cork 1440—a trick once exclusive to Scotty James. He represents Japan's ""insurance policy"" for a medal."
Valentino,Guseli,aus,snowboarding-halfpipe-men,2,"The most versatile rider in the world. Currently World #2 overall, he won the Calgary World Cup (Jan 3) and has multiple podiums this winter. Guseli is known for having the highest average amplitude (height) in the pipe. If he hits his ""victory lap"" run in Milan, he could easily steal the Gold."
Shuichiro,Shigeno,jpn,snowboarding-halfpipe-men,2,
Patrick,Burgener,bra,snowboarding-halfpipe-men,1,"The veteran took Bronze in Calgary this month and remains a podium threat in difficult, icy conditions."
Campbell,Melville Ives,nzl,snowboarding-halfpipe-men,1,
Chase,Josey,usa,snowboarding-halfpipe-men,1,"The top American hope. While the U.S. men's team has struggled in the post-Shaun White era, Josey’s technical switch-riding keeps him in the mix for a small final or a surprise podium."
Ryusei,Yamada,jpn,snowboarding-halfpipe-men,2,
Alessandro,Barbieri,usa,snowboarding-halfpipe-men,1,
Femke,Kok,ned,speedskating-500m-women,5,"The ""Record Shatterer."" On November 16, 2025, in Salt Lake City, Kok broke the 12-year-old World Record with a time of 36.09. She arrives in Milan as a three-time consecutive World Champion and the winner of seven straight World Cup 500m races earlier this season. She has no technical weaknesses right now and is the only skater consistently dipping into the low 36s."
Erin,Jackson,usa,speedskating-500m-women,2,"The Defending Olympic Gold Medalist. Jackson officially punched her ticket to Milan on Jan 6, 2026, at the U.S. Trials. While she took silver in the Salt Lake World Cup with a personal best of 36.57, she has battled a hamstring injury and minor health issues throughout December. She is ""high variance"" because she is currently recovering her top-end speed, but her championship experience makes her the primary threat to the Dutch."
Kaja,Ziomek-Nogal,pol,speedskating-500m-women,3,A veteran who is having a career-best season. She beat Kim Min-sun for silver in Norway last month and has established herself as Poland's strongest medal hope.
Anna,Boersma,ned,speedskating-500m-women,1,
Sophie,Warmuth,ger,speedskating-500m-women,1,
Yukino,Yoshida,jpn,speedskating-500m-women,2,"The top Japanese sprinter. She has consistently hovered around the podium all winter, including a Bronze in Salt Lake City and a Silver in Hamar. She has the fastest opening 100m in the field, which is vital for the Milano ice."
Martyna,Baran,pol,speedskating-500m-women,1,
Serena,Pergher,ita,speedskating-500m-women,1,
Kristina,Silaeva,kaz,speedskating-500m-women,1,
Jutta,Leerdman,ned,speedskating-500m-women,3,"Although the 1000m is her signature, Leerdam has become a permanent 500m podium threat this season, finishing 2nd to Kok in several World Cups. She is the strongest ""finisher"" in the world, often making up huge ground in the final 200 meters."
Kim,Min-Sun,kor,speedskating-500m-women,1,"The 2022-23 dominant force. After a sluggish start to the 2025/26 season (finishing 17th in early rounds), she has found her form, taking Bronze at the Hamar World Cup (Dec 15, 2025). She is a ""Big Event"" skater who is peaking at exactly the right time."
Femke,Kok,ned,speedskating-1000m-women,3,"Having her best 1000m season ever. She pushed Leerdam to a photo finish in Salt Lake City (losing by just 0.08s) and took Silver in Hamar last month. While the 500m is her primary focus, her increased endurance has made her a legitimate threat to win double gold in Milan."
Jutta,Leerdman,ned,speedskating-1000m-women,5,"The ""Gold Standard."" Despite a dramatic fall at the Dutch Olympic Trials on Dec 26, the national committee officially selected her for the team on Jan 1, 2026, citing her total dominance of the World Cup season. She won both the Salt Lake City and Heerenveen 1000m events, posting a world-best time of 1:12.35. Her ""low variance"" status comes from her unrivaled finishing lap; she is consistently 0.3 to 0.5 seconds faster than the field in the final 400 meters."
Miho,Takagi,jpn,speedskating-1000m-women,3,"The Defending Olympic Gold Medalist. Takagi proved she is back in peak form by winning the Hamar World Cup (Dec 14, 2025) with a 1:14.39. She is the most technically balanced skater in history, but she is ""high variance"" because she often prioritizes the 1500m and Team Pursuit, which can leave her slightly fatigued for the 1000m sprint."
Brittany,Bowe,usa,speedskating-1000m-women,2,"The veteran and former World Record holder. She finished 4th in Hamar and 5th in Salt Lake City. While she may no longer have the top-end speed of Leerdam, her experience in managing Olympic pressure makes her a 2-star threat."
Suzanne,Schulting,ned,speedskating-1000m-women,2,
Beatrice,Lamarche,can,speedskating-1000m-women,1,"The breakout star of the North American leg. She took a stunning Bronze in Salt Lake City with a 1:12.77 and was officially named to the Canadian Olympic team 11 days ago (Jan 15). She has the ""glide"" and high-speed cornering that matches the elite Dutch skaters."
Rio,Yamada,jpn,speedskating-1000m-women,1,"Japan's second-best 1000m skater. She has three top-6 finishes this winter and is the fastest ""opener"" in the field outside of Femke Kok."
Qi,Yiming,chn,speedskating-1000m-women,1,
Ellia,Smeding,gbr,speedskating-1000m-women,1,
Erin,Jackson,usa,speedskating-1000m-women,1,
Femke,Kok,ned,speedskating-1500m-women,2,
Miho,Takagi,jpn,speedskating-1500m-women,4,"The Defending Olympic Champion and World Record holder. Takagi won the Hamar World Cup (Dec 2025) and pushed Beune to the absolute limit in Inzell, losing by only 0.25s. She is ""high variance"" only because she is skating a massive program in Milan (500m through 3000m + Pursuit); if the schedule is tight, she may lack the explosive power needed for the final 300 meters."
Antoinette,Rijmpa-De Jong,ned,speedskating-1500m-women,4,"The reigning 2025 European Allround Champion. She has been the most consistent ""Silver/Bronze"" threat to Beune and Takagi all season. She holds the fastest time in the world this year (1:51.71 from Salt Lake), but she has occasionally struggled on the ""heavier"" sea-level ice of Europe."
Ragne,Wiklund,nor,speedskating-1500m-women,2,"The endurance machine. Wiklund took Bronze in the Inzell World Cup yesterday and is the reigning World Champion in the 3000m. Her strength is her final lap; if the pace is fast enough to burn out the sprinters (like Kok or Takagi), Wiklund is the favorite to overtake them on the final crossing."
Brittany,Bowe,usa,speedskating-1500m-women,2,"The veteran legend. She finished 5th in Inzell and 6th in the earlier Calgary World Cup. While she lacks the 1:51 speed of the top three, her ""opening"" is still among the fastest in the world. If she gets a favorable pairing, she could sneak onto the podium."
Nadezhda,Morozova,kaz,speedskating-1500m-women,1,
Nikola,Zdrahalova,cze,speedskating-1500m-women,1,
Ivanie,Blondin,can,speedskating-1500m-women,1,"The ""Marathon Woman."" Blondin officially qualified for her third Olympics 11 days ago (Jan 15). She recently won her first 1500m World Cup medal in nearly five years, proving she has found a second wind in her career. Her tactical intelligence makes her a threat in any pair."
